PharmGKB Accession Id	Name	Generic Names	Trade Names	Brand Mixtures	Type	Cross-references	SMILES	External Vocabulary
PA448942	chlorophyll				Drug/Small Molecule			
PA448946	chloroprocaine	Chloroprocain,Chloroprocaine hydrochloride,Chlorprocaine	Halestyn,Nesacaine-CE,Nesacaine-MPF		Drug/Small Molecule	TTD:DAP000131,chebi:3636,chemSpider:8293,dpd:613304,drugBank:DB01161,keggDrug:D00732,ndc:0409-4169-01,pubChemCompound:8612,pubChemSubstance:10079,pubChemSubstance:46508245,url:http://en.wikipedia.org/wiki/Chloroprocaine		ATC:N01BA(Esters of aminobenzoic acid),MeSH:C004616(chloroprocaine)
PA448948	chloroquine	Chloraquine,Chlorochine,Chloroquina,Chloroquine Phosphate,Chloroquinium,Chlorquin,Clorochina,Hydroxychloroquine Sulfate	3377 RP opalate,Amokin,Aralen,Aralen HCl,Arechin,Arthrochin,Artrichin,Avlochlor,Avloclor,Bemaco,Bemaphate,Bemasulph,Benaquin,Bipiquin,Capquin,Chemochin,Chingamin,Chlorochin,Cidanchin,Cocartrit,Dawaquin,Delagil,Dichinalex,Elestol,Gontochin,Heliopar,Imagon,Iroquine,Klorokin,Lapaquin,Malaquin,Malaren,Malarex,Mesylith,Neochin,Nivachine,Nivaquine,Nivaquine B,Pfizerquine,Plaquenil,Quinachlor,Quinagamin,Quinagamine,Quinercyl,Quingamine,Quinilon,Quinoscan,Resochen,Resochin,Resoquina,Resoquine,Reumachlor,Reumaquin,Roquine,Sanoquin,Silbesan,Siragan,Solprina,Sopaquin,Tanakan,Tresochin,Trochin		Drug/Small Molecule	HET:CLQ,TTD:DAP001357,bindingDb:22985,chebi:3638,chemSpider:2618,dpd:21261,drugBank:DB00608,keggCompound:C07625,keggDrug:D02366,ndc:0024-0084-01,pdb:CLQ,pubChemCompound:2719,pubChemSubstance:46506925,pubChemSubstance:9827,url:http://en.wikipedia.org/wiki/Chloroquine	CCN(CC)CCCC(C)Nc1ccnc2c1ccc(c2)Cl	ATC:P01BA(Aminoquinolines),MeSH:C023676(chloroquine diphosphate)
PA448953	chlorothiazide	Chlorothiazid,Chlorthiazide,Chlortiazid	Aldoclor,Alurene,Azide,Chloriazid,Chlorosal,Chlorurit,Chlotride,Chlrosal,Clotride,Diupres,Diuresal,Diuril,Diuril Boluses,Diurilix,Diurite,Diutrid,Esidrix,Flumen,Hydro-D,Hydrodiuril,Microzide,Minzil,Neo-Dema,Oretic,Salisan,Salunil,Saluretil,Saluric,Sk-Chlorothiazide,Thiazide,Urinex,Warduzide,Yadalan,Zide	"Supres 150 Tab (Chlorothiazide + Methyldopa)","Supres 250 Tab (Chlorothiazide + Methyldopa)",	Drug/Small Molecule	TTD:DAP000605,chebi:3640,chemSpider:2619,dpd:231169,drugBank:DB00880,keggCompound:C07461,keggDrug:D00519,ndc:0378-0150-01,pubChemCompound:2720,pubChemSubstance:46507032,pubChemSubstance:9664,url:http://en.wikipedia.org/wiki/Chlorothiazide	c1c2c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)NC=N2	ATC:C03AA(Thiazides, plain)
PA448960	chlorpheniramine	Chloropheniramine,Chlorophenylpyridamin,Chlorophenylpyridamine,Chloroprophenpyridamine,Chlorphenamine,Chlorpheniramine Maleate,Chlorprophenpyridamine,Clorfeniramina,Dexchlorpheniramine,Dexchlorpheniramine Maleate	Aller-Chlor,Allergican,Allergisan,Antagonate,Chlo-Amine,Chlor-Trimeton,Chlor-Trimeton Allergy,Chlor-Trimeton Repetabs,Chlor-Tripolon,Chlorate,Chloropiril,Cloropiril,Efidac 24 Chlorpheniramine Maleate,Gen-Allerate,Haynon,Histadur,Kloromin,Mylaramine,Novo-Pheniram,Pediacare Allergy Formula,Phenetron,Piriton,Polaramine,Polaronil,Pyridamal 100,Telachlor,Teldrin	"Alka Seltzer Plus Cold Medicine Evt (Acetylsalicylic Acid + Chlorpheniramine Maleate + Phenylpropanolamine Bitartrate)","Alka-Seltzer Plus Cold Medicine - Evt (Acetylsalicylic Acid + Chlorpheniramine Maleate + Phenylpropanolamine Bitartrate)","Allergy Sinus Medication - Caplet (Acetaminophen + Chlorpheniramine Maleate + Pseudoephedrine Hydrochloride)","Ana-Kit (2mg/Tab Orl, 1mg/Ml Liq Sc Im) (Chlorpheniramine Maleate + Epinephrine)","Ana-Kit (Chlorpheniramine Maleate + Epinephrine Hcl)","Anakit Insect Sting Treatment Kit (Chlorpheniramine Maleate + Epinephrine)","Bronchodex D Cap (Chlorpheniramine Maleate + Pheniramine Maleate + Phenylpropanolamine Hydrochloride)","Children's Tylenol Cold Chewable Tablets (Acetaminophen + Chlorpheniramine Maleate + Pseudoephedrine Hydrochloride)","Children's Tylenol Cold Liquid (Acetaminophen + Chlorpheniramine Maleate + Pseudoephedrine Hydrochloride)","Children's Tylenol Cold Liquid with Dm (Acetaminophen + Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Pseudoephedrine Hydrochloride)","Chlor Tripolon Decongest Syr (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Cold Decongestant Long Acting Cap (Chlorpheniramine Maleate + Pheniramine Maleate + Phenylpropanolamine Hydrochloride)","Coltalin Tablet (Acetaminophen + Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Contac Cold Capsules (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Contac Cold Extra Strength Capsules (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Contac Cough Cold and Flu Caplets (Acetaminophen + Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Phenylpropanolamine Hydrochloride)","Contact C Src (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Coricidin D Long Acting Tab (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Coricidin D Tab (Acetylsalicylic Acid + Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Coricidin Sinus Headache Tab (Acetaminophen + Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Coricidin Tab (Acetylsalicylic Acid + Chlorpheniramine Maleate)","Corsym Suspension (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Counteract Sinus and Allergy (Acetaminophen + Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Dristan Capsules (Acetylsalicylic Acid + Caffeine + Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Extra Strength Allergy Plus Sinus Relief (Acetaminophen + Chlorpheniramine Maleate + Pseudoephedrine Hydrochloride)","Extra Strength Allergy Sinus Medication (Acetaminophen + Chlorpheniramine Maleate + Pseudoephedrine Hydrochloride)","Extra Strength Contac C - Src (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Extra Strength Nighttime Cold Relief-Caplet (Acetaminophen + Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Pseudoephedrine Hydrochloride)","Extra Strength Tylenol Cold Nighttime Caplet (Acetaminophen + Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Pseudoephedrine Hydrochloride)","Extra Strength Tylenol Cold and Flu Powder (Acetaminophen + Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Pseudoephedrine Hydrochloride)","Extra Strength Tylenol Sinus Nighttime (Acetaminophen + Chlorpheniramine Maleate + Pseudoephedrine Hydrochloride)","Grippalin & C Tab (Acetaminophen + Chlorpheniramine Maleate + Vitamin C)","Neocitran Total (Acetaminophen + Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Pseudoephedrine Hydrochloride)","Omni-Tuss Sus (Chlorpheniramine + Codeine + Ephedrine As Resin Complex + Guaiacol Carbonate + Phenyltoloxamine)","Once-a-Day Benylin Cold Cap (Chlorpheniramine Maleate + Pseudoephedrine Hydrochloride)","Ornade Af Liquid (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Ornade Af Spansule Src (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Ornade Dm 10 Liq (Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Phenylpropanolamine Hydrochloride)","Ornade Dm 15 Liq (Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Phenylpropanolamine Hydrochloride)","Ornade Dm 30 Liq (Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Phenylpropanolamine Hydrochloride)","Ornade Expectorant Cough Formula (Chlorpheniramine Maleate + Guaifenesin + Phenylpropanolamine Hydrochloride)","Ornade Liquid (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Ornade Spansule Src (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Pendamine (Chlorpheniramine Maleate + Dexamethasone + Dihydrostreptomycin Sulfate + Penicillin G Procaine)","Pentuss Srs (Chlorpheniramine Maleate + Codeine)","Reg.Str.Cold Medic. (Night Time Relief)Caplet (Acetaminophen + Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Pseudoephedrine Hydrochloride)","Regular Strength Tylenol Cold Nighttime Caplet (Acetaminophen + Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Pseudoephedrine Hydrochloride)","Regular Strength Tylenol Cold and Flu Powder (Acetaminophen + Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Pseudoephedrine Hydrochloride)","Rhinofebral (Chlorpheniramine Maleate + Acetaminophen + Vitamin C)","Sine-Off Allergy Tab (Acetaminophen + Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Theraflu Flu Cold and Cough Medicine (Acetaminophen + Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Pseudoephedrine Hydrochloride)","Tri-Anamine Cold Syrup (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Triaminic Cold and Allergy Syrup (Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride)","Triaminic Dm Expectorant Syr (Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Guaifenesin + Pseudoephedrine Hydrochloride)","Triaminic Expectorant Syr (Chlorpheniramine Maleate + Guaifenesin + Pseudoephedrine Hydrochloride)","Triaminicol Dm Syrup (Chlorpheniramine Maleate + Dextromethorphan Hydrobromide + Pseudoephedrine Hydrochloride)",	Drug/Small Molecule	TTD:DAP000336,bindingDb:35938,chebi:52010,chemSpider:2624,dpd:2265559,drugBank:DB01114,iupharLigand:1213,keggCompound:C06905,keggDrug:D07398,ndc:60432-539-04,pubChemCompound:2725,pubChemSubstance:151743,pubChemSubstance:46508253,url:http://en.wikipedia.org/wiki/Chlorpheniramine	CN(C)CCC(c1ccc(cc1)Cl)c2ccccn2	ATC:R06AB(Substituted alkylamines),MeSH:C018904(dexchlorpheniramine)
PA448964	chlorpromazine		Chloropromazine,Chlorpromanyl,Chlorpromanyl-20,Chlorpromanyl-40,Chlorpromazine Hydrochloride Intensol,Largactil,Largactil Liquid,Largactil Oral Drops,Novo-Chlorpromazine,Thorazine,Thorazine Spansule		Drug/Small Molecule	TTD:DAP000374,chebi:3647,chemSpider:2625,dpd:21342,drugBank:DB00477,iupharLigand:83,keggCompound:C06906,keggDrug:D00270,ndc:0781-1715-01,pubChemCompound:2726,pubChemSubstance:148556,pubChemSubstance:46508395,url:http://en.wikipedia.org/wiki/Chlorpromazine	CN(C)CCCN1c2ccccc2Sc3c1cc(cc3)Cl	ATC:N05AA(Phenothiazines with aliphatic side-chain),MeSH:C031637(phenothiazine),MeSH:C043609(flavin mononucleotide semiquinone)
PA448966	chlorpropamide	chlorporpamide	Adiaben,Apo-Chlorpropamide,Asucrol,Catanil,Chlorodiabina,Chloronase,Chloropropamide,Chlorpropamid,Chlorpropamide Bp/ Usp,Clorpropamide,Diabaril,Diabechlor,Diabenal,Diabenese,Diabeneza,Diabet-Pages,Diabetoral,Diabinese,Diamel Ex,Dynalase,Glisema,Glucamide,Insulase,Meldian,Melitase,Mellinese,Millinese,Novo-Propamide,Oradian,Stabinol		Drug/Small Molecule	TTD:DAP000923,chebi:3650,chemSpider:2626,dpd:156728,drugBank:DB00672,keggDrug:D00271,ndc:0378-0197-01,pubChemCompound:2727,pubChemSubstance:150222,pubChemSubstance:46506402,url:http://en.wikipedia.org/wiki/Chlorpropamide	CCCNC(=O)NS(=O)(=O)c1ccc(cc1)Cl	ATC:A10BB(Sulfonamides, urea derivatives)
PA448970	chlorthalidone	Chlorothalidone,Chlorphthalidolone,Chlorphthalidone,Chlortalidone,Chlorthalidon,Clodronic Acid	Higroton,Hydro-Long,Hygroton,Igroton,Isoren,Natriuran,Oradil,Phthalamodine,Phthalamudine,Renon,Saluretin,Tenoretic,Thalitone,Zambesil	"Tenoretic (chlorthalidone + atenolol)",	Drug/Small Molecule	TTD:DAP000521,bindingDb:25900,chebi:3654,chemSpider:2631,dpd:360279,drugBank:DB00310,keggDrug:D00272,ndc:0179-0015-01,pubChemCompound:2732,pubChemSubstance:149435,pubChemSubstance:46505541,url:http://en.wikipedia.org/wiki/Chlorthalidone	c1ccc2c(c1)C(=O)NC2(c3ccc(c(c3)S(=O)(=O)N)Cl)O	ATC:C03BA(Sulfonamides, plain)
PA448971	chlorzoxazone	Chloroxazone,Chlorzoxane,Chlorzoxazon	Biomioran,EZE-DS,Escoflex,Flexazone,Mioran,Miotran,Myoflexin,Myoflexine,Neoflex,Paraflex,Parafon Forte Dsc,Pathorysin,Relaxazone,Remular,Remular-S,Solaxin,Strifon Forte Dsc,Usaf Ma-10	"Acetazone Forte (Acetaminophen + Chlorzoxazone)","Acetazone Forte C8 (Acetaminophen + Chlorzoxazone + Codeine Phosphate)","Back-Aid Forte - Tab (Acetaminophen + Chlorzoxazone)","Extra Strength Tylenol Aches and Strains (Acetaminophen + Chlorzoxazone)","Gin Pain Pills - Tab (Acetaminophen + Chlorzoxazone)","Gin Pain Pills- Chlorzoxazone & Acetamin.Tab (Acetaminophen + Chlorzoxazone)","Parafon Forte (Acetaminophen + Chlorzoxazone)","Parafon Forte C8 W Codeine Tab (Acetaminophen + Chlorzoxazone + Codeine Phosphate)","Parafon Forte Tablets (Acetaminophen + Chlorzoxazone)",	Drug/Small Molecule	HET:CLW,TTD:DAP000952,chebi:3655,chemSpider:2632,drugBank:DB00356,iupharLigand:2322,keggCompound:C07931,keggDrug:D00771,ndc:0045-0325-60,pdb:CLW,pubChemCompound:2733,pubChemSubstance:46507755,pubChemSubstance:7847836,url:http://en.wikipedia.org/wiki/Chlorzoxazone	c1cc2c(cc1Cl)nc(o2)O	ATC:M03BB(Oxazol, thiazine, and triazine derivatives)
PA448974	cholestyramine	Colestyramine	Cholybar,Locholest,Locholest light,Novo-Cholamine,Novo-Cholamine Light,PMS Cholestyramine,Prevalite,Questran,Questran Light		Drug/Small Molecule	dpd:890960,drugBank:DB01432,ndc:0185-0940-97,url:http://en.wikipedia.org/wiki/Cholestyramine		ATC:C10AC(Bile acid sequestrants)
PA448976	choline	(2-Hydroxyethyl)trimethylammonium,2-Hydroxy-N,N,N-trimethylethanaminium,Bilineurine,Choline cation,Choline ion,Cholinum,n,n,n-trimethylethanol-ammonium,n-trimethylethanolamine,trimethylethanolamine			Drug/Small Molecule	HET:CHT,chebi:15354,chemSpider:299,drugBank:DB00122,keggCompound:C00114,pdb:CHT,pubChemCompound:305,pubChemSubstance:149004,pubChemSubstance:46508132,url:http://en.wikipedia.org/wiki/Choline	C[N+](C)(C)CCO	ATC:N02BA(Salicylic acid and derivatives),ATC:N07AX(Other parasympathomimetics),ATC:R03DA(Xanthines),ATC:S01EB(Parasympathomimetics),ATC:V03AB(Antidotes)
PA448989	chromium				Drug/Small Molecule		[Cr]	
PA448994	chymotrypsin				Drug/Small Molecule			ATC:S01KX(Other surgical aids)
PA448997	cidofovir	CDV,Cidofovir Anhydrous	HPMPC,Vistide		Drug/Small Molecule	TTD:DAP001083,bindingDb:31915,chebi:3696,chemSpider:54636,drugBank:DB00369,keggCompound:C06909,ndc:61958-0101-1,pubChemCompound:60613,pubChemSubstance:196891,pubChemSubstance:46506054,url:http://en.wikipedia.org/wiki/Cidofovir		ATC:J05AB(Nucleosides and nucleotides excl. reverse transcriptase inhibitors),MeSH:C059262(cidofovir)
PA448998	cilastatin			"Primaxin 250 (Cilastatin Sodium + Imipenem)","Primaxin 500 (Cilastatin Sodium + Imipenem)","Primaxin IV 500 (Cilastatin Sodium + Imipenem)",	Drug/Small Molecule	HET:CIL,TTD:DAP000632,chebi:3697,chemSpider:4444109,drugBank:DB01597,keggCompound:C01675,pdb:CIL,pubChemCompound:5280454,pubChemCompound:6435415,pubChemSubstance:46505611,pubChemSubstance:4819,url:http://en.wikipedia.org/wiki/Cilastatin		
PA449001	cimetidine	Cimetidine A/AB,Cimetidine Hcl	Acibilin,Acinil,Cimal,Cimetag,Cimetum,Dyspamet,Edalene,Eureceptor,Gastromet,Peptol,Tagamet,Tagamet HB,Tagamet HB 200,Tametin,Tratul,Ulcedin,Ulcedine,Ulcerfen,Ulcimet,Ulcofalk,Ulcomedina,Ulcomet,Ulhys		Drug/Small Molecule	TTD:DAP000338,bindingDb:22889,chebi:30731,chebi:3699,chemSpider:2654,dpd:749494,drugBank:DB00501,iupharLigand:1231,keggDrug:D00295,ndc:0093-8181-01,pubChemCompound:2756,pubChemSubstance:180968,pubChemSubstance:46505360,url:http://en.wikipedia.org/wiki/Cimetidine	Cc1c(nc[nH]1)CSCCNC(=NC#N)NC	ATC:A02BA(H2-receptor antagonists)
PA449007	cinoxacin		Cinobac		Drug/Small Molecule	TTD:DAP000999,chebi:3716,chemSpider:2660,drugBank:DB00827,keggCompound:C08052,keggDrug:D00872,pubChemCompound:2762,pubChemSubstance:10252,pubChemSubstance:46507547,url:http://en.wikipedia.org/wiki/Cinoxacin		ATC:J01MB(Other quinolones)
PA449009	ciprofloxacin	Ciprofloxacin HCl,Ciprofloxacin dihydrochloride,Ciprofloxacin hydrochloride,Ciprofloxacin monohydrochloride,Ciprofloxacina,ciprofloxacin	Bacquinor,Baycip,Bernoflox,Ciflox,Cifloxin,Ciloxan,Ciprinol,Cipro,Cipro I.V.,Cipro XL,Cipro XR,Ciprobay,Ciprocinol,Ciprodar,Cipromycin,Ciproquinol,Ciproxan,Ciproxin,Flociprin,Floxin,Ocuflox,Proquin XR,Septicide,Velomonit	"Cipro HC Otic Suspension (Ciprofloxacin hydrochloride + Hydrocortisone)","Ciprodex (Ciprofloxacin hydrochloride + Dexamethasone)",	Drug/Small Molecule	TTD:DAP001360,bindingDb:21690,chebi:100241,chemSpider:2662,dpd:2248439,drugBank:DB00537,keggCompound:C05349,keggDrug:D00186,ndc:51672-4085-1,pubChemCompound:2764,pubChemSubstance:192835,pubChemSubstance:46504733,url:http://en.wikipedia.org/wiki/Ciprofloxacin		ATC:J01MA(Fluoroquinolones),ATC:S01AX(Other antiinfectives),ATC:S02AA(Antiinfectives),ATC:S03AA(Antiinfectives)
PA449011	cisapride	cisapride	Acenalin,Alimix,Cipril,Enteropride,Kinestase,Prepulsid,Pridesia,Propulsid,Propulsid Quicksolv,Propulsin,Risamal,Syspride		Drug/Small Molecule	TTD:DAP000222,bindingDb:50005836,chebi:3720,dpd:2054817,drugBank:DB00604,iupharLigand:240,keggCompound:C06910,keggDrug:D00274,pubChemCompound:2769,pubChemSubstance:192212,url:http://en.wikipedia.org/wiki/Cisapride	COc1cc(c(cc1C(=O)N[C@H]2CCN(C[C@@H]2OC)CCCOc3ccc(cc3)F)Cl)N	ATC:A03FA(Propulsives)
PA449014	cisplatin	CACP,CPDC,CPDD,Cis-DDP,Cis-Diaminedichloroplatinum,Cis-Diamminedichloroplatinum,DDP,DDPT,Diamminedichloroplatinum,Platinum Ammine Chloride,Platinum Ammonium Chloride,Platinum Diamine Dichloride,Trans-DDP,Trans-Diaminedichloroplatinum,Trans-Diamminedichloroplatinum,Trans-Dichlorodiammine Platinum,Trans-Platinumdiammine Dichloride	Abiplatin,Biocisplatinum,Briplatin,Carboquone,Cis Pt II,Cismaplat,Cisplatine,Cisplatyl,Citoplationo,Lederplatin,Neoplatin,Plastin,Platamine,Platiblastin,Platidiam,Platinex,Platinol,Platinol-AQ,Platinoxan,Randa		Drug/Small Molecule	TTD:DAP000215,chebi:27899,chemSpider:389985,dpd:2126613,drugBank:DB00515,keggCompound:C06911,keggDrug:D00275,ndc:0015-3072-20,pubChemCompound:441203,pubChemSubstance:46504561,pubChemSubstance:7847341,url:http://en.wikipedia.org/wiki/Cisplatin	[NH3][Pt]([NH3])(Cl)Cl	ATC:L01XA(Platinum compounds)
PA449015	citalopram	Citalopram Hydrobromide,Citalopramum [INN-Latin]	Akarin,Celapram,Celexa,Celius,Ciazil,Cilift,Cipram,Cipramil,Ciprapine,Citabax,Citalec,Citol,Citopam,Citox,Citrol,Dalsan,Elopram,Humorup,Nitalapram,Oropram,Pramcit,Recital,Seropram,Talam,Talohexal,Temperax,Vodelax,Zentius,Zetalo		Drug/Small Molecule	TTD:DAP000118,bindingDb:25870,chebi:3723,chemSpider:2669,dpd:2248051,drugBank:DB00215,keggCompound:C07572,keggDrug:D07704,ndc:0378-6231-01,pubChemCompound:2771,pubChemSubstance:183529,pubChemSubstance:46508746,url:http://en.wikipedia.org/wiki/Citalopram	CN(C)CCCC1(c2ccc(cc2CO1)C#N)c3ccc(cc3)F	ATC:N06AB(Selective serotonin reuptake inhibitors)
PA449021	citric acid				Drug/Small Molecule	bindingDb:14672,chebi:30769,drugBank:DB04272,iupharLigand:2478,keggCompound:C00158,keggDrug:D00037,pdb:CIT,pubChemCompound:311,pubChemSubstance:3458	C(C(=O)O)C(CC(=O)O)(C(=O)O)O	MeSH:C014416(citreoviridin),MeSH:C026485(hemiacidrin)
PA449027	cladribine	2-CdA,2-Chloro-2'-deoxy-beta-adenosine,2-Chloro-2'-deoxyadenosine,2-Chlorodeoxyadenosine,Chlorodeoxyadenosine,cladribine	Leustatin,Mylinax		Drug/Small Molecule	TTD:DAP000565,chebi:567361,chemSpider:19105,dpd:2022117,drugBank:DB00242,keggDrug:D01370,ndc:59676-201-01,pubChemCompound:20279,pubChemSubstance:46504588,pubChemSubstance:7848433,url:http://en.wikipedia.org/wiki/Cladribine		ATC:L01BB(Purine analogues)
PA449028	clarithromycin	CLA,Clarithromycine,Clathromycin	Biaxin,Biaxin XL,Clarithriomycin,Klacid,Klaricid,Macladin,Naxy,Veclam,Zeclar		Drug/Small Molecule	TTD:DAP000410,chebi:3732,dpd:2244756,drugBank:DB01211,keggCompound:C06912,keggDrug:D00276,ndc:0378-8250-91,pubChemCompound:84029,pubChemSubstance:602963,url:http://en.wikipedia.org/wiki/Clarithromycin		ATC:J01FA(Macrolides)
PA449035	clindamycin	Clindamicina [INN-Spanish],Clindamycin Hcl,Clindamycin Hydrochloride,Clindamycin Phosphate,Clindamycine [French],Clindamycine [INN-French],Clindamycinum [INN-Latin],clindamycin	Chlolincocin,Cleocin,Cleocin Hcl,Cleocin Pediatric,Cleocin Phosphate,Cleocin T,Cleocin T Gel,Cleocin T Lotion,Cleocin T Topical Solution,Clinda-Derm,Clindagel,Clindesse,Clindets,Clinimycin,Dalacin,Dalacin C,Dalacin C Flavored Granules,Dalacin C Phosphate,Dalacin T Topical Solution,Evoclin,ResiDerm A,Sobelin,Zindaclin		Drug/Small Molecule	HET:CLY,TTD:DAP000409,chebi:3745,chemSpider:27005,dpd:2258331,drugBank:DB01190,keggCompound:C06914,keggDrug:D00277,ndc:0009-0331-02,pdb:CLY,pubChemCompound:29029,pubChemSubstance:171415,pubChemSubstance:46506073,url:http://en.wikipedia.org/wiki/Clindamycin		ATC:D10AF(Antiinfectives for treatment of acne),ATC:G01AA(Antibiotics),ATC:J01FF(Lincosamides)
PA449045	clofibrate	CPIB,Chlorfenisate,Chlorphenisate,Clofibate,Clofibrato,Clofibratum,EPIB,Ethyl chlorophenoxyisobutyrate,Ethyl clofibrate,Ethyl p-chlorophenoxyisobutyrate,Ethyl para-chlorophenoxyisobutyrate	Amotril,Amotril S,Angiokapsul,Anparton,Antilipid,Antilipide,Apolan,Arterioflexin,Arterosol,Artes,Artevil,Ateculon,Ateriosan,Athebrate,Atheromide,Atheropront,Athranid-Wirkstoff,Atrolen,Atromid,Atromid S,Atromid-S,Atromida,Atromidin,Atrovis,Azionyl,Bioscleran,Bresit,Cartagyl,Citiflus,Claripex,Claripex CPIB,Cloberat,Clobrat,Clobren-5F,Clobren-SF,Clofar,Clofibram,Clofibrat,Clofinit,Clofipront,Delipid,Deliva,Dura clofibrat,ELPI,Fibralem,Gerastop,Hyclorate,Klofibrat,Klofiran,Levatrom,Lipamid,Lipavil,Lipavlon,Lipide 500,Lipidsenker,Lipofacton,Lipomid,Liponorm,Liporeduct,Liporil,Liposid,Liprin,Liprinal,Lobetrin,Miscleron,Negalip,Neo-Atromid,Normalip,Normat,Normolipol,Novofibrate,Oxan 600,Persantinat,Regardin,Regelan,Regelan N,Robigram,Scrobin,Serofinex,Serotinex,Skerolip,Sklerepmexe,Sklero,Sklero-Tablinen,Sklero-tablinene,Sklero-tabuls,Sklerolip,Skleromex,Skleromexe,Tetrasipton,Thillate,Thiosan,Ticlobran,Vincamin compositum,Xyduril,Yoclo,neo-Atomid		Drug/Small Molecule	TTD:DAP000262,chebi:3750,chemSpider:2694,dpd:2038,drugBank:DB00636,keggCompound:C06916,keggDrug:D00279,pubChemCompound:2796,pubChemSubstance:46504748,pubChemSubstance:9133,url:http://en.wikipedia.org/wiki/Clofibrate	CCOC(=O)C(C)(C)Oc1ccc(cc1)Cl	ATC:C10AB(Fibrates)
PA449046	clomifene	Chlomaphene,Chloramifene,Chloramiphene,Cisclomiphene,Clomifene citrate,Clomifeno,Clomiphene Citrate,Clomiphene citrate,Clomiphene dihydrogen citrate,Racemic clomiphene citrate,Zuclomiphene citrate,clomiphene	Androxal,Clomid,Clomifert,Clomiphene,Clomiphene B,Clomivid,Clomphid,Clostilbegyt,Dyneric,Genozym,Ikaclomin,Milophene,Omifin,Serophene		Drug/Small Molecule	TTD:DAP001013,bindingDb:50170640,chebi:3752,dpd:640158,drugBank:DB00882,keggCompound:C06917,keggDrug:D00962,ndc:0068-0226-30,pubChemCompound:1548955,pubChemSubstance:156834,url:http://en.wikipedia.org/wiki/Clomifene		ATC:G03GB(Ovulation stimulants, synthetic)
PA449048	clomipramine	3-Chloroimipramine,Chlorimipramine,Clomipramina [INN-Spanish],Clomipramine HCL,Clomipraminum [INN-Latin],Monochlorimipramine	Anafranil,Hydiphen		Drug/Small Molecule	HET:CXX,TTD:DAP000742,bindingDb:50021927,chebi:47780,chemSpider:2699,dpd:2244818,drugBank:DB01242,iupharLigand:2398,keggCompound:C06918,ndc:0781-2027-31,pdb:CXX,pubChemCompound:2801,pubChemSubstance:152550,pubChemSubstance:46505157,url:http://en.wikipedia.org/wiki/Clomipramine	CN(C)CCCN1c2ccccc2CCc3c1cc(cc3)Cl	ATC:N06AA(Non-selective monoamine reuptake inhibitors)
PA449050	clonazepam	Chlonazepam,Clonazepamum	Antelepsin,Antilepsin,Cloazepam,Clonopin,Iktorivil,Klonopin,Klonopin Rapidly Disintegrating,Landsen,Rivotril		Drug/Small Molecule	TTD:DAP000259,bindingDb:50019213,chebi:3756,chemSpider:2700,dpd:2242078,drugBank:DB01068,keggDrug:D00280,ndc:0004-0068-01,pubChemCompound:2802,pubChemSubstance:158706,pubChemSubstance:46507677,url:http://en.wikipedia.org/wiki/Clonazepam	c1ccc(c(c1)C2=NCC(=O)Nc3c2cc(cc3)N(=O)=O)Cl	ATC:N03AE(Benzodiazepine derivatives)
